,ID_MDL_Data
395,114201812
396,120717479
397,121234408
398,116474357
399,122303226
400,121960074
401,119748935
402,106224195
403,118564899
404,120536870
405,114324276
406,115764509
407,114245574
408,114138015
409,116858118
410,117548799
411,119748479
412,119843042
413,120029676
414,119837996
415,120997883
416,112636752
417,120841231
418,110802345
419,122092785
420,117952690
421,115704699
422,114034083
423,117652452
424,117114288
425,118015746
426,122446846
427,116582050
428,115653764
429,112352518
430,118152642
431,118344533
432,116060911
433,118282393
434,118573991
435,115935312
436,118920635
437,121619048
438,113243602
439,114021238
440,114718949
441,119184697
442,119416608
443,121892260
444,108222808
445,114208857
446,116654765
447,119489313
448,121526780
449,113888409
450,113366753
451,120357407
452,122454631
453,115853785
454,120871592
455,121896678
456,117683465
457,120364867
458,115249967
459,122728408
460,121711595
461,121308637
462,119337615
463,116226553
464,122256496
465,117716509
466,119481069
467,122366175
468,119289344
469,120322310
470,116494208
471,118196644
472,111743884
473,114022934
474,120428149
475,108196044
476,114420971
477,114332235
478,122389050
479,115179735
480,115782772
481,122339869
482,122515190
483,122112905
484,122242882
485,122108585
486,115162257
487,121344278
488,118905331
489,116960545
490,118571643
491,121761529
492,116351397
493,113646704
494,110975133
495,122014206
496,115008268
497,117752797
498,117453120
499,114147492
500,119192399
501,120536881
502,120405465
503,120034415
504,121335461
505,120948853
506,117011652
507,116722820
508,119749479
509,117097959
510,117939756
511,121344401
512,115779472
513,119011647
514,120190173
515,114900937
516,120891097
517,115366244
518,111847494
519,118133066
520,115782952
521,119007855
522,114215873
523,117379281
524,116450577
525,116202616
526,120203446
527,121644984
528,122432682
529,114384084
530,119951841
531,117569981
532,119867717
533,116003587
534,121034356
535,122434531
536,115822222
537,120787280
538,107912961
539,118571212
540,116976675
541,122247959
542,122310834
543,118000713
544,116699854
545,121636214
546,120969547
547,116416996
548,122363728
549,121046160
550,116392895
551,113685944
552,119932058
553,117395379
554,121266443
555,120812414
556,115717083
557,117135348
558,119078679
559,114483516
560,111736653
561,114405048
562,114340709
563,118229935
564,122010204
565,118125765
566,122592573
567,115512341
568,115811121
569,113905937
570,117073509
571,119963672
572,115455805
573,116606677
574,116235567
575,120470669
576,113736114
577,113288188
578,121658606
579,121700260
580,119605150
581,115511429
582,117438343
583,114677497
584,114682113
585,114561349
586,114246372
587,121625320
588,114865104
589,120790392
590,118437743
591,119270730
592,121760205
593,115461423
594,119257815
595,120356352
596,117960734
597,121303218
598,116201658
599,114240042
600,121859045
601,117775389
602,119121535
603,115120056
604,114366709
605,116126049
606,115622038
607,115680389
608,115750722
609,121431805
610,121782795
611,115261556
612,114015622
613,121641419
614,114533089
615,117374870
616,119551853
617,115396884
618,107390612
619,113905434
620,118330362
621,109857770
622,121996384
623,110179955
624,120302801
625,120044847
626,122559215
627,120264393
628,115789225
629,115582086
630,121857891
631,122379567
632,120788334
633,121640189
634,118578876
635,107510482
636,119537949
637,113212142
638,121120759
639,118301475
640,121894893
641,116434873
642,115546724
643,118343998
644,121557031
645,118700016
646,115289716
647,118976616
648,115344278
649,110324767
650,121455688
651,122454053
652,117734426
653,122230356
654,121869669
655,117851188
656,119838228
657,114164176
658,119334847
659,118266733
660,115073303
661,119119908
662,115996596
663,115438701
664,118293436
665,113962859
666,119780276
667,115239660
668,117026566
669,113596292
670,115355114
671,118048612
672,120114502
673,120098509
674,119709415
675,117320181
676,121621785
677,115828254
678,116113138
679,120945130
680,121013170
681,115279504
682,119298871
683,117932178
684,114316230
685,115727218
686,110383812
687,121192682
688,117998453
689,118222623
690,117549559
691,120366853
692,119159172
693,119163867
694,120869690
695,116455373
696,118379990
697,117857544
698,110755564
699,121304492
700,113169556
701,120575839
702,118034119
703,117078082
704,120501859
705,115996989
706,117849689
707,116464655
708,113328194
709,120771633
710,117007823
711,113849806
712,115630207
713,119918541
714,120279628
715,115585108
716,120450378
717,119208202
718,122379421
719,121646829
720,117798425
721,120430180
722,122571893
723,114302319
724,121601708
725,108635104
726,117677224
727,121846704
728,115265487
729,119355848
730,117915069
731,114005937
732,116612593
733,118217068
734,115794568
735,116537462
736,116865814
737,119182090
738,113116378
739,120536884
740,118144476
741,118661790
742,122115012
743,120843928
744,117755981
745,114229137
746,111199381
747,120484270
748,114002486
749,117910294
750,120563454
751,115906377
752,118027359
753,115787094
754,118742025
755,115653917
756,120373925
757,114324828
758,117131635
759,114864794
760,115321795
761,121017726
762,122002384
763,118277187
764,115585404
765,121323414
766,119220872
767,118345960
768,112490406
769,111748485
770,112429855
771,117259242
772,116588409
773,117375458
774,114005789
775,114558316
776,119252302
777,115797858
778,117035387
779,119852432
780,110356169
781,119125744
782,110179631
783,119471955
784,111626121
785,122550098
786,114833262
787,118875936
788,119030492
789,117934888
790,118261811
791,115062934
792,114144240
793,105577638
794,117124512
795,108884684
796,111768184
797,118899500
798,116586176
799,110291415
800,118257109
801,119214865
802,116356622
803,117204191
804,118026512
805,114221951
806,122020467
807,114214744
808,120498816
809,113835236
810,116971315
811,122437270
812,117784038
813,114271306
814,118599308
815,115545479
816,115823592
817,114185689
818,121673801
819,120080073
820,114579848
821,108890512
822,120799635
823,111834886
824,111822165
825,117821944
826,122552018
827,115432042
828,114499856
829,116177906
830,116042399
831,115656863
832,119912098
833,119315539
834,115438214
835,116332827
836,119579310
837,109769290
838,120509646
839,118293049
840,115634269
841,112516031
842,115361620
843,116014317
844,120635575
845,119289096
846,119175321
847,114684467
848,119818790
849,115960974
850,115805488
851,114610107
852,118014674
853,114573443
854,114421355
855,120719093
856,121018573
857,116498676
858,121342603
859,114212746
860,116942918
861,118878330
862,121640170
863,115713910
864,120049741
865,114156761
866,122710901
867,120998162
868,116724184
869,118570228
870,119869003
871,120866094
872,121793212
873,116487439
874,119120089
875,121346396
876,118990910
877,114842749
878,119953736
879,114699526
880,117906285
881,118230130
882,120570831
883,109881206
884,119754716
885,117230277
886,116235281
887,118944833
888,110007841
889,113777118
890,119027817
891,112200477
892,122014862
893,117995729
894,115815850
895,106505503
896,115470642
897,117178764
898,122376291
899,115052123
900,110252782
901,120515154
902,118991646
903,118832675
904,115801192
905,121628580
906,116355543
907,114114321
908,115724730
909,121222114
910,115477551
911,122701273
912,120418912
913,117997623
914,119642527
915,115160235
916,119308869
917,120586849
918,110529496
919,116148287
920,120336441
921,117679634
922,116601520
923,122342525
924,122486928
925,114112390
926,120060941
927,115086279
928,118864836
929,115716873
930,114091064
931,120904956
932,120777308
933,115675110
934,119199593
935,110444136
936,113372963
937,120182693
938,115301213
939,117684718
940,122479961
941,121777257
942,118645810
943,114835418
944,115434343
945,121793846
946,119511429
947,117955904
948,121338112
949,116001066
950,114131349
951,122333492
952,115372330
953,119351988
954,115989075
955,117643701
956,115205890
957,116247288
958,117646877
959,115588712
960,108245704
961,118278770
962,120797976
963,112430369
964,116823111
965,121001173
966,120189741
967,120191574
968,114182939
969,115779921
970,121658515
971,120472468
972,122531047
973,118608446
974,112651295
975,116881505
976,119587189
977,118577266
978,115017853
979,122489885
980,120397160
981,118786769
982,114150807
983,117008246
984,119107836
985,113744625
986,122049278
987,114630889
988,118117621
989,119953225
990,113308244
991,120494892
992,118946980
993,117099992
994,117848850
995,114662510
996,122004926
997,122379490
998,109961555
999,116546723
1000,118112554
1001,118035886
1002,115758562
1003,121989489
1004,117111633
1005,116499609
1006,117221498
1007,112501710
1008,116264300
1009,122668609
1010,116478377
1011,121649312
1012,107864626
1013,114833161
1014,117682796
1015,121406035
1016,114168914
1017,122295252
1018,117918754
1019,122065271
1020,120395577
1021,115278860
1022,117955787
1023,117772306
1024,117711403
1025,122006831
1026,121457681
1027,122579710
1028,117232112
1029,119940717
1030,115426229
1031,114025586
1032,121580441
1033,121018357
1034,121659708
1035,117991447
1036,117825259
1037,115156489
1038,120051559
1039,121287339
1040,116315449
1041,119177572
1042,119768150
1043,117992681
1044,120941181
1045,121019995
1046,119088952
1047,119157835
1048,115339146
1049,118606551
1050,121625538
1051,119375709
1052,117301845
1053,114571189
1054,109663243
1055,116366624
1056,121223106
1057,114998859
1058,116822829
1059,117268656
1060,121654362
1061,119184841
1062,120941037
1063,115587888
1064,116182837
1065,117354120
1066,118649868
1067,121903624
1068,115791259
1069,118462499
1070,119529597
1071,115800475
1072,114259374
1073,115479036
1074,120977930
1075,122481573
1076,119672960
1077,114681870
1078,116415062
1079,121469627
1080,120174143
1081,122327894
1082,117156538
1083,116559835
1084,114279086
1085,114198383
1086,115157513
1087,108585836
1088,121687494
1089,116834079
1090,120781796
1091,114314318
1092,118062173
1093,110783035
1094,117796528
1095,117650346
1096,122491547
1097,121346104
1098,122479077
1099,120997296
1100,113720824
1101,120937218
1102,119198386
1103,120006342
1104,114186159
1105,119212060
1106,121030812
1107,114416293
1108,117590151
1109,121258016
1110,114411105
1111,115278960
1112,119198014
1113,115275626
1114,121692356
1115,107122724
1116,118083258
1117,115086059
1118,120429170
1119,117845617
1120,116978578
1121,115555076
1122,115742931
1123,109951145
1124,112389979
1125,122386968
1126,119224063
1127,117337147
1128,113837138
1129,117730358
1130,121340507
1131,115296059
1132,122389142
1133,116161555
1134,118293219
1135,120586224
1136,115321691
1137,121008853
1138,118782074
1139,113985719
1140,115704900
1141,117136924
1142,121403737
1143,113993163
1144,119386829
1145,121660473
1146,115860929
1147,113864056
1148,111066085
1149,121658731
1150,115482507
1151,115328186
1152,117636148
1153,119316119
1154,114134390
1155,118328132
1156,117166726
1157,121624531
1158,120355550
1159,117138433
1160,111452791
1161,119249817
1162,115818839
1163,115828327
1164,120833601
1165,119795637
1166,120664662
1167,117993042
1168,119342309
1169,115844040
1170,116341016
1171,111152264
1172,119352286
1173,117066878
1174,120051353
1175,115779673
1176,115448946
1177,117752600
1178,113833600
1179,117197578
1180,116632426
1181,115321258
1182,115468948
1183,115263651
1184,117187657
1185,119340953
1186,115675630
1187,109964363
1188,121954162
1189,117073025
1190,117857546
1191,122661115
1192,122372876
1193,121661173
1194,122492892
1195,115780486
1196,114496244
1197,118659729
1198,119518669
1199,114931681
1200,117313380
1201,119052188
1202,121042123
1203,111135804
1204,122247122
1205,118462896
1206,120059344
1207,118591973
1208,119864579
1209,116595940
1210,118271982
1211,118684878
1212,120899924
1213,115628336
1214,119854000
1215,120211773
1216,117895683
1217,114613377
1218,119589205
1219,117090504
1220,115398670
1221,116140901
1222,115239105
1223,118831385
1224,118000556
1225,117751458
1226,115736608
1227,119641412
1228,114256610
1229,111426224
1230,118435426
1231,119373008
1232,119649147
1233,118028930
1234,119696390
1235,119060319
1236,121294575
1237,115237327
1238,116568243
1239,116428063
1240,117155059
1241,115015610
1242,122700140
1243,122475167
1244,115701737
1245,113879122
1246,120447900
1247,121447238
1248,121892956
1249,115529008
1250,119087394
1251,118304895
1252,114297119
1253,119560452
1254,121468636
1255,115575540
1256,122148313
1257,113908331
1258,114389903
1259,115029072
1260,118274931
1261,119638787
1262,115292622
1263,109597374
1264,117980990
1265,112133107
1266,121123154
1267,120108319
1268,119298796
1269,121404984
1270,110407849
1271,115374274
1272,118065269
1273,121657094
1274,115837278
1275,116488471
1276,117647594
1277,120395783
1278,120755059
1279,121189147
1280,120377706
1281,116019217
1282,121756493
1283,118108295
1284,120948598
1285,121452645
1286,117139743
1287,119601594
1288,110394259
1289,115650002
1290,121383933
1291,118028740
1292,118833886
1293,122887101
1294,116571809
1295,109802951
1296,115446818
1297,114256021
1298,121065094
1299,113410690
1300,117114187
1301,118435254
1302,117162218
1303,119167922
1304,120404808
1305,115755064
1306,121780104
1307,122495204
1308,117637099
1309,119846557
1310,116614147
1311,122559055
1312,120855235
1313,114925243
1314,120965379
1315,121158356
1316,115032417
1317,121028985
1318,114544617
1319,114542005
1320,121879159
1321,115376827
1322,122336273
1323,119891145
1324,118190307
1325,121597895
1326,119323363
1327,120140511
1328,108216716
1329,121818371
1330,111895128
1331,121703211
1332,119601086
1333,114460613
1334,120367948
1335,120109116
1336,115588140
1337,117672122
1338,110840610
1339,122003516
1340,120238267
1341,121242294
1342,114311342
1343,115966986
1344,117739513
1345,112918783
1346,116696418
1347,114146797
1348,117675085
1349,115182166
1350,115660423
1351,115406117
1352,120081483
1353,117682044
1354,118811024
1355,114896152
1356,119520686
1357,116032594
1358,118800049
1359,115343241
1360,118960572
1361,118813298
1362,116411570
1363,116636037
1364,118233546
1365,114689057
1366,121657935
1367,116667990
1368,119352207
1369,120253436
1370,121846802
1371,114201252
1372,116296854
1373,121225943
1374,119873391
1375,115363829
1376,122737410
1377,122182702
1378,120430957
1379,121609826
1380,122317450
1381,114594214
1382,118024814
1383,121440763
1384,119369520
1385,116922189
1386,119404679
1387,117684466
1388,119979959
1389,118034644
1390,116701343
1391,119365831
1392,120779859
1393,120300920
1394,117438866
1395,117966800
1396,121177241
1397,115751577
1398,113745226
1399,115821470
1400,115973295
1401,122464145
1402,116831330
1403,120996705
1404,120095144
1405,113620875
1406,120489833
1407,121616210
1408,115679129
1409,121717033
1410,117021331
1411,119219805
1412,120654925
1413,116502547
1414,118992077
1415,120311664
1416,118185542
1417,117051419
1418,119770333
1419,122410640
1420,119448923
1421,118993126
1422,120370659
1423,118691089
1424,116503106
1425,118954362
1426,113556824
1427,115028004
1428,109872740
1429,114187477
1430,117430644
1431,121113574
1432,120193400
1433,114131144
1434,115329704
1435,120451573
1436,117451905
1437,121146601
1438,115095430
1439,121338786
1440,119013118
1441,120005426
1442,118117819
1443,120851657
1444,107629019
1445,119175487
1446,113702880
1447,119357763
1448,121213941
1449,118259247
1450,121610322
1451,117794608
1452,122740416
1453,119413534
1454,121666668
1455,117814259
1456,116463579
1457,117564674
1458,120814128
1459,116435648
1460,122380213
1461,119667353
1462,117881578
1463,119579082
1464,115948090
1465,120510491
1466,116450117
1467,119201592
1468,120171383
1469,117749233
1470,114711289
1471,106448508
1472,108510009
1473,114165300
1474,119324272
1475,119831930
1476,117581125
1477,117676439
1478,118450511
1479,122335713
1480,122145685
1481,119786334
1482,107132354
1483,121750949
1484,118568863
1485,115229767
1486,121606342
1487,117710017
1488,115688387
1489,120187426
1490,119371534
1491,115156760
1492,120313318
1493,114757734
1494,118329550
1495,120163462
1496,117950336
1497,122013584
1498,119997836
1499,121043734
1500,120240198
1501,121127267
1502,115834641
1503,117444575
1504,121631170
1505,120759450
1506,122710974
1507,120398197
1508,120926235
1509,115750070
1510,120559148
1511,120290179
1512,120940787
1513,120295945
1514,117563709
1515,122478347
1516,121580041
1517,118592937
1518,116057542
1519,119780037
1520,119493564
1521,121616723
1522,120856150
1523,120669265
1524,114293955
1525,113353167
1526,113944859
1527,118573645
1528,117646752
1529,121492434
1530,114082821
1531,118148579
1532,119247998
1533,114805306
1534,113315498
1535,119813555
1536,120355834
1537,118271643
1538,114199382
1539,120319495
1540,114940300
1541,120913996
1542,113964066
1543,121773383
1544,111854268
1545,119120154
1546,114065980
1547,115856247
1548,114029558
1549,117899370
1550,120554115
1551,120230545
1552,120012350
1553,116418245
1554,118788803
1555,117933799
1556,114070540
1557,122706026
1558,121188505
1559,121335252
1560,120964889
1561,116356712
1562,120139724
1563,116053579
1564,118546798
1565,118046610
1566,119128724
1567,122481732
1568,115625824
1569,119872237
1570,114452052
1571,120306415
1572,111848777
1573,121627866
1574,117039091
1575,119702385
1576,121017753
1577,119441399
1578,120650177
1579,117212324
1580,115429268
1581,116042722
1582,121660583
1583,120611260
1584,118108601
1585,117557772
1586,116335444
1587,115929589
1588,115634077
1589,115764275
1590,120061341
1591,121964523
1592,112390405
1593,115841636
1594,115624141
1595,111243428
1596,119987745
1597,117384391
1598,117165246
1599,121815868
1600,115950371
1601,113653036
1602,113704729
1603,114601106
1604,113754838
1605,121830365
1606,115808288
1607,118198089
1608,115151831
1609,108582379
1610,107851486
1611,118648431
1612,115467838
1613,117992942
1614,111610414
1615,119842223
1616,116826986
1617,117027640
1618,117981530
1619,115866831
1620,115748381
1621,118984089
1622,120481226
1623,118987476
1624,110756763
1625,110762300
1626,117451147
1627,120604151
1628,115666307
1629,120125291
1630,116073124
1631,118543367
1632,113246575
1633,117804299
1634,119483189
1635,119669383
1636,117899730
1637,115144215
1638,115627796
1639,118665715
1640,117730161
1641,120817320
1642,115247886
1643,117036671
1644,113973431
1645,115149584
1646,122598116
1647,120789135
1648,119071163
1649,122490360
1650,115710708
1651,120164024
1652,114241307
1653,120374345
1654,119673204
1655,121879692
1656,121870316
1657,115535793
1658,119574993
1659,117993066
1660,113731131
1661,115016597
1662,118889258
1663,115074994
1664,119490469
1665,110541513
1666,114536469
1667,119963715
1668,116679771
1669,119296154
1670,118534642
1671,114239727
1672,119096576
1673,117564067
1674,121901819
1675,116039679
1676,119358354
1677,115776728
1678,108613585
1679,112668492
1680,115160633
1681,119240917
1682,116606494
1683,115076117
1684,121720109
1685,115776929
1686,120868858
1687,117582933
1688,115597644
1689,120783097
1690,119369523
1691,115076541
1692,115185343
1693,120376052
1694,121809339
1695,120775155
1696,117969991
1697,118867073
1698,121415929
1699,114292425
1700,115946235
1701,122763723
1702,108839270
1703,116556139
1704,118052825
1705,120612455
1706,118122527
1707,119769267
1708,120628537
1709,116470873
1710,118119441
1711,122479293
1712,119964113
1713,116831475
1714,121013205
1715,114831328
1716,120051211
1717,122421452
1718,107316737
1719,113759064
1720,108653919
1721,115586653
1722,120079654
1723,120061342
1724,122742947
1725,121066167
1726,121656202
1727,121814014
1728,121119310
1729,121659452
1730,119225670
1731,120992078
1732,121971366
1733,115964974
1734,106831166
1735,117301952
1736,114024005
1737,119445541
1738,115143971
1739,122057384
1740,114199137
1741,119000645
1742,119093900
1743,117621035
1744,117809942
1745,121842082
1746,114365116
1747,120435023
1748,121645160
1749,116850481
1750,120043649
1751,119279672
1752,120068320
1753,114202884
1754,115807046
1755,117803234
1756,118133878
1757,119961632
1758,120501978
1759,119837494
1760,118181749
1761,114683662
1762,122485901
1763,121257040
1764,113762994
1765,115473318
1766,113819276
1767,114082546
1768,118011584
1769,115530403
1770,119980880
1771,117918461
1772,116038562
1773,117172924
1774,120758801
1775,120433127
1776,120943142
1777,115350757
1778,114416790
1779,115269084
1780,115158958
1781,119406861
1782,120350652
1783,117732186
1784,114263944
1785,113641090
1786,118152816
1787,114024550
1788,114998264
1789,120811521
1790,120272439
1791,117906191
1792,121198596
1793,122522931
1794,115657808
1795,115145313
1796,115786440
1797,118055355
1798,115256533
1799,119191177
1800,115105916
1801,120338487
1802,120652825
1803,120424901
1804,114703258
1805,122387417
1806,117195757
1807,116465793
1808,121572794
1809,115135930
1810,115854058
1811,119892248
1812,119510237
1813,119366871
1814,118188253
1815,114997962
1816,118006340
1817,116341090
1818,117430808
1819,121176495
1820,110414073
1821,112389462
1822,117992949
1823,121455687
1824,115175638
1825,110177648
1826,120437553
1827,113822944
1828,119960108
1829,115808124
1830,116227722
1831,115756706
1832,118061448
1833,121029130
1834,108762515
1835,115556947
1836,111174899
1837,121475521
1838,121462009
1839,122600809
1840,119131228
1841,115242988
1842,119592711
1843,122044945
1844,117157995
1845,117166231
1846,115584158
1847,121896410
1848,119969691
1849,111866310
1850,119832953
1851,115126998
1852,115470640
1853,116013975
1854,117760382
1855,115733956
1856,117188391
1857,120056471
1858,113567739
1859,108904320
1860,122531135
1861,117951417
1862,113858485
1863,119626969
1864,121342966
1865,117078332
1866,122050195
1867,115765430
1868,114166468
1869,110370765
1870,117153528
1871,120576273
1872,117631907
1873,120610649
1874,120864988
1875,117602129
1876,119531437
1877,118334900
1878,107851790
1879,115655726
1880,117158851
1881,111994813
1882,119603146
1883,116590907
1884,119084387
1885,121558249
1886,120229375
1887,117951194
1888,114717880
1889,117545632
1890,110437042
1891,110087437
1892,119358114
1893,122794365
1894,114860235
1895,117592903
1896,122705796
1897,118890155
1898,120320044
1899,121369432
1900,118006718
1901,116561068
1902,121753628
1903,121047526
1904,113308297
1905,114906752
1906,117968774
1907,116613246
1908,122517622
1909,118674078
1910,121617986
1911,116942516
1912,114353648
1913,109915293
1914,116385929
1915,114018419
1916,121226300
1917,117730490
1918,116323466
1919,122012672
1920,117683126
1921,114684803
1922,119111789
1923,122306506
1924,116151478
1925,103219107
1926,118494478
1927,120723223
1928,114484942
1929,120059982
1930,114334826
1931,115267222
1932,122492974
1933,119750213
1934,115609542
1935,120748530
1936,120628752
1937,122133428
1938,114311455
1939,113337761
1940,107937412
1941,116707459
1942,121242121
1943,114213440
1944,113830815
1945,118431422
1946,118218987
1947,115336047
1948,119751407
1949,114293824
1950,117179374
1951,120893177
1952,120521680
1953,115064333
1954,115861474
1955,117843438
1956,113299743
1957,120059353
1958,116074470
1959,120062452
1960,119849402
1961,114036773
1962,115827579
1963,119522510
1964,115816094
1965,119763431
1966,120179420
1967,103218297
1968,121867146
1969,117156207
1970,121692464
1971,122720879
1972,107851084
1973,117169100
1974,121657548
1975,120576698
1976,114682199
1977,115262021
1978,120044954
1979,117341496
1980,116568519
1981,122528628
1982,114485263
1983,119100614
1984,114847645
1985,116379388
1986,119462927
1987,108871443
1988,113951821
1989,117258681
1990,114256119
1991,114493129
1992,114188053
1993,118673157
1994,120027069
1995,115543289
1996,120836553
1997,117610038
1998,119328683
1999,120180412
2000,122248021
2001,117798719
2002,119289939
2003,120895187
2004,114166853
2005,121605603
2006,116177537
2007,116636857
2008,119885833
2009,121188291
2010,116403331
2011,115788698
2012,121572317
2013,121108888
2014,117848627
2015,116384774
2016,121343972
2017,116158410
2018,115735850
2019,119267838
2020,115212520
2021,120857639
2022,122479920
2023,117741136
2024,119295227
2025,115620958
2026,121284482
2027,121449423
2028,112436589
2029,116688672
2030,121016576
2031,117292617
2032,117809286
2033,120011059
2034,114931436
2035,120112792
2036,121384489
2037,116941852
2038,119387338
2039,119595133
2040,119602225
2041,117614582
2042,119254406
2043,116469161
2044,122288948
2045,121516677
2046,113546357
2047,119762741
2048,122760708
2049,117920968
2050,119663084
2051,117179604
2052,120514439
2053,117674402
2054,113794576
2055,117706522
2056,122159960
2057,115128613
2058,118195132
2059,118685972
2060,121581075
2061,121348835
2062,114455912
2063,107701291
2064,113858292
2065,116975359
2066,116636315
2067,121554996
2068,119992692
2069,109873459
2070,117091020
2071,116023273
2072,122052062
2073,121141395
2074,121296277
2075,122225483
2076,118877123
2077,121140405
2078,120193437
2079,121994777
2080,120056026
2081,119441254
2082,117436602
2083,116552182
2084,114350812
2085,117831835
2086,121345554
2087,114332713
2088,118054218
2089,119213442
2090,120229868
2091,115860549
2092,109896432
2093,113321159
2094,114937308
2095,118128678
2096,121117323
2097,120575943
2098,121166630
2099,115174297
2100,122645998
2101,119841756
2102,114928816
2103,121458394
2104,114084299
2105,120507217
2106,121372860
2107,116871716
2108,122697966
2109,116383460
2110,121995516
2111,117212645
2112,114601832
2113,119052863
2114,116831009
2115,119131946
2116,116511109
2117,121803798
2118,114208984
2119,122101715
2120,121601418
2121,120901636
2122,110068631
2123,115507661
2124,118569927
2125,117090417
2126,118973607
2127,121345950
2128,120202443
2129,120569381
2130,118293865
2131,114480444
2132,120893450
2133,121889067
2134,115759077
2135,118659234
2136,116256633
2137,122712813
2138,117831017
