,ID_MDL_Data
232,119873153
233,120060893
234,118249759
235,113968330
236,117095015
237,124678155
238,112719626
239,122618871
240,116171806
241,117266982
242,122486677
243,124192667
244,116020678
245,123050224
246,116526359
247,112051171
248,116233003
249,124107381
250,115900418
251,121596589
252,120222808
253,119823192
254,116808077
255,118665711
256,123526022
257,124107098
258,121993916
259,115573703
260,124820201
261,121323360
262,117220476
263,101311459
264,116622873
265,120536914
266,115960601
267,118807526
268,124353633
269,108863853
270,116174281
271,114895554
272,122959344
273,109997582
274,120721322
275,115262390
276,118089620
277,121465791
278,99011276
279,116166521
280,120974871
281,121433605
282,101281456
283,117884024
284,119002127
285,99953011
286,115519762
287,123767547
288,123718588
289,125680005
290,122607051
291,101454963
292,124362084
293,99878024
294,115122850
295,114497118
296,121448684
297,125882685
298,124202196
299,117180763
300,125184594
301,124805804
302,117250511
303,119011733
304,122214672
305,114537287
306,122037520
307,113035198
308,122472900
309,124297543
310,119390561
311,98942668
312,115934906
313,124725162
314,117252493
315,122709429
316,123563616
317,122038246
318,121417579
319,111662034
320,101737670
321,123012647
322,123140424
323,124235826
324,119134253
325,117978049
326,123049052
327,121198211
328,119051942
329,101277669
330,119331700
331,104763358
332,117182174
333,118513770
334,114194703
335,121572578
336,125226444
337,108258776
338,119483643
339,122700487
340,125066778
341,103632220
342,124361235
343,115454524
344,119389983
345,114628182
346,119051858
347,115506767
348,118736319
349,105532709
350,115503879
351,122890031
352,122706279
353,125086928
354,116582740
355,121045844
356,115555562
357,121552269
358,123215225
359,122559628
360,118056123
361,119349761
362,123761543
363,118078145
364,124047742
365,119135238
366,123756341
367,116897932
368,108317049
369,121975384
370,125171187
371,119096693
372,118388982
373,120972835
374,116034512
375,116396373
376,124801682
377,118088584
378,121163004
379,98448194
380,100822034
381,124490100
382,118090289
383,117526558
384,119498562
385,116126556
386,124824809
387,119932252
388,122782257
389,115244837
390,124129312
391,120719641
392,117048053
393,119296953
394,122896177
395,123628516
396,122056219
397,122086926
398,101535451
399,117420365
400,115867763
401,104583878
402,115481471
403,121968117
404,116211808
405,118671772
406,117272662
407,121237050
408,100750967
409,100903063
410,119391185
411,125099168
412,116129592
413,124491387
414,117442682
415,115922952
416,115389704
417,118953560
418,113096927
419,112885416
420,119862926
421,122682405
422,120178717
423,123595137
424,125052000
425,122713196
426,108017577
427,124751160
428,122722060
429,117850510
430,99867551
431,122739386
432,115709876
433,119997642
434,118946903
435,124363847
436,119315540
437,122293442
438,122071368
439,124723659
440,124559443
441,122787793
442,117902354
443,117424623
444,122089824
445,116987743
446,121197517
447,119021084
448,118149199
449,114518667
450,102843558
451,124589457
452,120355993
453,112259949
454,119960786
455,101250092
456,118277693
457,125084158
458,119426923
459,118526303
460,118399927
461,118113509
462,107874938
463,115597860
464,120177462
465,120712825
466,118940981
467,116910162
468,114521705
469,123915227
470,123805207
471,116039204
472,121167494
473,118733147
474,123677649
475,117861589
476,115704700
477,115684844
478,117418916
479,117090416
480,116178772
481,119001773
482,123600738
483,121357720
484,122492186
485,123108927
486,100301475
487,98941517
488,99065629
489,117314646
490,113870448
491,119036392
492,114606741
493,117212178
494,125475822
495,118126429
496,122627969
497,124877790
498,108501139
499,118992795
500,123192941
501,115725275
502,124159762
503,119596490
504,123549944
505,119794284
506,101241200
507,120676465
508,121797331
509,110374390
510,119423555
511,100185159
512,123033204
513,98844100
514,115005649
515,120968733
516,122478748
517,120227690
518,117106000
519,125679582
520,124290197
521,125053591
522,118667602
523,116070891
524,98468766
525,118145651
526,117197802
527,118735218
528,108785779
529,120312029
530,117121715
531,120987198
532,116221466
533,121092267
534,116848744
535,121927579
536,120313423
537,119606679
538,117148317
539,123627191
540,117780281
541,118217772
542,116387159
543,125131665
544,117774568
545,120746671
546,123774878
547,117226544
548,118411740
549,125422062
550,120414677
551,122882102
552,99145159
553,115827060
554,116731370
555,117077403
556,118471109
557,101545032
558,120478511
559,120921041
560,122312424
561,118977443
562,117225179
563,118455216
564,116994723
565,122646760
566,105884114
567,122321624
568,110838452
569,99016716
570,118016795
571,118413500
572,117095619
573,124803792
574,116396268
575,121574085
576,124196043
577,100152413
578,120868455
579,118092047
580,121078949
581,124158741
582,115923505
583,121943366
584,115972348
585,120507633
586,124094634
587,121102848
588,120351803
589,122760587
590,116970606
591,118514293
592,124420827
593,118418374
594,115543969
595,122242611
596,122655504
597,124491522
598,117160804
599,114605939
600,120662175
601,119377713
602,115619947
603,124860838
604,119468624
605,123922645
606,115869159
607,122491223
608,117287358
609,118030550
610,115300026
611,117105968
612,122596339
613,121222665
614,113484109
615,123054039
616,123805120
617,123807451
618,116470149
619,116075581
620,122739621
621,122524004
622,120374958
623,99067972
624,120117666
625,117918752
626,117105528
627,117468357
628,123760109
629,111704913
630,117911005
631,104088916
632,123539687
633,122457469
634,124873317
635,120981745
636,101516459
637,116123829
638,123051910
639,122604533
640,121997791
641,119833813
642,104968456
643,120850424
644,120012956
645,123615965
646,112967494
647,101832480
648,117792420
649,123949566
650,112720832
651,124593123
652,125124167
653,115383988
654,119121034
655,119441967
656,116108260
657,124994425
658,117068050
659,121610907
660,117303341
661,120898910
662,124747734
663,124383205
664,120051162
665,114874396
666,118579663
667,116077215
668,101381295
669,119537948
670,113459829
671,119743963
672,116178640
673,108836550
674,119343796
675,125081840
676,117780176
677,125162908
678,125351550
679,122455473
680,115878570
681,117371356
682,122874200
683,118833291
684,117853620
685,115882558
686,122655300
687,118091195
688,116500496
689,115551759
690,124197867
691,119482349
692,116179340
693,123950453
694,124639414
695,124794717
696,124138883
697,122945339
698,116811451
699,122754551
700,119808798
701,116477942
702,119379359
703,124141377
704,116074037
705,119881796
706,118412852
707,115921848
708,116048078
709,124683830
710,124584715
711,122491191
712,124876571
713,123598276
714,122491892
715,117441882
716,118650961
717,124176338
718,104473615
719,124235405
720,116417941
721,114530401
722,125650398
723,121041161
724,99915546
725,98518146
726,117285392
727,115915063
728,123777112
729,125363912
730,118230235
731,120113590
732,115792872
733,115858873
734,121567738
735,121946671
736,119915298
737,125349064
738,119890974
739,115751828
740,124889283
741,111889848
742,117857956
743,120367880
744,118083135
745,120125911
746,118319524
747,119923592
748,99160499
749,116547033
750,115533330
751,117486406
752,119924644
753,124346300
754,119344171
755,116816166
756,117843711
757,120409430
758,124802071
759,124297977
760,119231695
761,101919222
762,118349276
763,124788744
764,124878103
765,122779681
766,115732206
767,116601519
768,99027732
769,121244526
770,118655838
771,116978364
772,122625176
773,121182781
774,104008446
775,119857205
776,101269722
777,124896965
778,125079347
779,98913813
780,118468511
781,125101846
782,122350209
783,114901295
784,116159247
785,99280033
786,123765581
787,117102742
788,124910693
789,100253418
790,123048629
791,125479764
792,115520021
793,118090962
794,115690136
795,125079222
796,108160185
797,123787495
798,119540226
799,124427325
800,122876019
801,122011063
802,118052377
803,115706827
804,120931928
805,106087311
806,122521981
807,115766677
808,115901319
809,124805472
810,124090869
811,102708175
812,117066496
813,122181233
814,116558388
815,100288643
816,118105882
817,105253619
818,117786214
819,120121517
820,125078815
821,115207310
822,119901965
823,101490133
824,118025510
825,120686695
826,113325953
827,125649591
828,99070810
829,100895676
830,122523820
831,124150910
832,118467168
833,120445516
834,118476401
835,114903231
836,99115835
837,120508366
838,120432910
839,124105396
840,101702570
841,120790560
842,120045141
843,101513196
844,118732537
845,117304539
846,99090980
847,124790717
848,119772468
849,120485282
850,124880104
851,119409179
852,123676505
853,119391012
854,124354556
855,120870816
856,122489747
857,124163191
858,101466808
859,120640172
860,101696555
861,118598751
862,115771368
863,117492931
864,124623978
865,125481744
866,122781330
867,121966575
868,117536872
869,124582713
870,116937269
871,117132595
872,116230633
873,117908282
874,122716712
875,120507784
876,123789911
877,119807337
878,125751583
879,101054123
880,122300296
881,99309357
882,118014497
883,116626061
884,117893653
885,123638515
886,122748705
887,122085328
888,117173444
889,119548137
890,98945699
891,115780865
892,102077300
893,118798136
894,125860676
895,100897220
896,119576745
897,115768564
898,99399954
899,116731987
900,117560026
901,125065801
902,100404162
903,114521939
904,116191157
905,121323257
906,113848784
907,121903574
908,98948455
909,123003224
910,117845919
911,122777759
912,124691766
913,117554640
914,117158609
915,115603849
916,123549540
917,123073011
918,119392507
919,108679351
920,118366625
921,117177928
922,125272869
923,119936599
924,123138913
925,118704989
926,123133621
927,124805136
928,119083760
929,120305670
930,103598714
931,117213150
932,115065969
933,122946140
934,123910881
935,117881197
936,120374991
937,113394915
938,102093296
939,119089359
940,123204282
941,117845450
942,122234304
943,118430466
944,120297229
945,115948011
946,125049363
947,124433905
948,100942638
949,122979812
950,117160541
951,118734461
952,120536897
953,125274913
954,119390208
955,115529390
956,118286541
957,118228257
958,101447822
959,101043930
960,111831517
961,124792379
962,124670705
963,124341160
964,123186859
965,101044115
966,115038453
967,116808835
968,122341618
969,121187604
970,124270705
971,124865038
972,115581810
973,100921232
974,116482298
975,117120389
976,120025475
977,124908703
978,101269407
979,120748333
980,122707347
981,98779637
982,121595822
983,124859381
984,120027656
985,121239859
986,120973868
987,117106909
988,116173256
989,122720710
990,125237317
991,124895951
992,121245378
993,124194071
994,102524652
995,102643165
996,122228826
997,120301216
998,116159570
999,122315604
1000,123631851
1001,111793338
1002,120910629
1003,124734460
1004,125296284
1005,99064928
1006,120012592
1007,117820342
1008,101512028
1009,117425168
1010,118948262
1011,121260655
1012,120322555
1013,116500432
1014,117310850
1015,120630773
1016,125602189
1017,121320013
1018,122330825
1019,120359460
1020,119812480
1021,99947476
1022,117000671
1023,121019625
1024,112303956
1025,122002693
1026,124208560
1027,120109821
1028,123048810
1029,119501950
1030,118321667
1031,111407595
1032,119741549
1033,114389835
1034,120800330
1035,122555099
1036,106070481
1037,123999855
1038,123125456
1039,123048114
1040,119344261
1041,125168686
1042,99147655
1043,124598243
1044,123597429
1045,117308819
1046,121099108
1047,119039762
1048,123621391
1049,121345987
1050,119078560
1051,117008810
1052,116141996
1053,115502346
1054,101558419
1055,112495977
1056,119516128
1057,115902024
1058,123739102
1059,118136137
1060,116129287
1061,104575109
1062,118599307
1063,116178668
1064,119855037
1065,119930899
1066,114874411
1067,116713100
1068,124481565
1069,98845697
1070,120016294
1071,123789182
1072,116085241
1073,125220846
1074,121932719
1075,101548461
1076,124138235
1077,115788095
1078,123214014
1079,117424947
1080,117143928
1081,116909106
1082,119740351
1083,117553368
1084,124641764
1085,124310001
1086,117157460
1087,116179447
1088,116475517
1089,117105706
1090,123776465
1091,123063124
1092,115869337
1093,118137375
1094,121314086
1095,122529545
1096,123002596
1097,122429653
1098,120394850
1099,117504143
1100,124688805
1101,105525415
1102,101281769
1103,117424528
1104,118389951
1105,115501468
1106,118056877
1107,101782867
1108,122049493
1109,115379197
1110,117410525
1111,124419861
1112,115818731
1113,124876053
1114,118460266
1115,122964329
1116,120446624
1117,118306614
1118,115907161
1119,116901348
1120,121344541
1121,117880149
1122,119824329
1123,118703698
1124,118281248
1125,120483868
1126,118478125
1127,125895166
1128,122875519
1129,118814572
1130,124382643
1131,110352498
1132,121232535
1133,121242355
1134,123045497
1135,120744398
1136,122068035
1137,99553596
1138,121551930
1139,120114392
1140,118075372
1141,122778127
1142,123031776
1143,115880447
1144,116089758
1145,119471160
1146,116427467
1147,123757945
1148,119327369
1149,122620807
1150,121019340
1151,118693648
1152,120701083
1153,122707415
1154,115244366
1155,122476464
1156,124581820
1157,118091157
1158,125382830
1159,116805941
1160,122700350
1161,103041591
1162,120871121
1163,123586917
1164,124091819
1165,118297999
1166,123639890
1167,117159202
1168,122911780
1169,119822514
1170,117767801
1171,117064383
1172,123007844
1173,119538818
1174,119216073
1175,124833437
1176,116068484
1177,119603412
1178,119884307
1179,119261926
1180,119598456
1181,118968192
1182,123941632
1183,118481905
1184,120443610
1185,123946555
1186,101581319
1187,123645450
1188,117059280
1189,119202454
1190,117462055
1191,99415891
1192,124214273
1193,116502137
1194,124973323
1195,122499625
1196,115354615
1197,115967523
1198,120351987
1199,101638143
1200,117469114
1201,98462229
1202,115313236
1203,125901176
1204,116495130
1205,121175135
1206,122784761
1207,115845706
1208,119236310
1209,118089184
1210,119240388
1211,123051673
1212,124774229
1213,125032545
1214,123549151
1215,116559573
1216,121988322
1217,122762077
1218,119544808
1219,115235412
1220,98448103
1221,117777140
1222,116074251
1223,122559131
1224,116008089
1225,123557019
1226,102433543
1227,124854851
1228,118731688
1229,119332889
1230,118361091
1231,121872585
1232,123054376
1233,121082178
1234,115222173
1235,119051490
1236,122334991
1237,103700073
1238,120669572
1239,117269152
1240,120314282
1241,106077495
1242,122731426
1243,115544983
1244,124616707
1245,119792742
1246,117087568
1247,119240100
1248,98498533
1249,117053952
1250,123100479
1251,119073015
1252,121964290
1253,125059437
1254,115040838
1255,116080156
1256,118376157
1257,118091108
1258,125768639
1259,125898795
1260,101827832
1261,115910900
1262,119536045
1263,122273971
1264,125084752
1265,117468586
1266,100351358
1267,119236736
1268,118583044
1269,124560397
1270,122566326
1271,123589070
1272,121405092
1273,119369522
1274,121323958
1275,121097400
1276,125276417
1277,118011035
1278,117105958
1279,125410620
1280,115553587
1281,124200747
1282,119431025
1283,118228528
1284,115571499
1285,125058736
1286,122761971
1287,116499116
1288,124639545
1289,124579026
1290,123794042
1291,121344601
1292,118348911
1293,104095459
1294,121083176
1295,123221262
1296,118088365
1297,104822160
1298,119917599
1299,115129958
1300,115627960
1301,118621240
1302,100276547
1303,125164088
1304,118619824
1305,124609518
1306,119402337
1307,102978173
1308,118361335
1309,120295125
1310,117563980
1311,115654152
1312,119734700
1313,117518935
1314,115943013
1315,122665284
1316,123587067
1317,122475630
1318,122636429
1319,118209419
1320,117786281
1321,115386805
1322,115386416
1323,118275259
1324,116008334
1325,121221566
1326,119432587
1327,124991440
1328,120050832
1329,122521177
1330,117303814
1331,123138322
1332,116595486
1333,125055502
1334,118386689
1335,116162735
1336,120243509
1337,118757813
1338,115822127
1339,123048560
1340,115729835
1341,120670044
1342,117851517
1343,118084224
1344,117162103
1345,115822900
1346,124127242
1347,120933160
1348,116136598
1349,123533923
1350,118975984
1351,115779275
1352,118730919
1353,118443685
1354,123533073
1355,116444533
1356,122735283
1357,117899425
1358,116175762
1359,118718177
1360,122870200
1361,123766845
1362,120832899
1363,116270498
1364,118488158
1365,119885113
1366,123765067
1367,115557696
1368,115929905
1369,115618436
1370,120890680
1371,119501561
1372,121527882
1373,116552424
1374,123647325
1375,115519037
1376,117552169
1377,120023105
1378,118954601
1379,108588157
1380,116489822
1381,120355903
1382,120368775
1383,120327977
1384,116938523
1385,119408388
1386,100408205
1387,122521538
1388,122908104
1389,101269044
1390,115586815
1391,120909702
1392,118732465
1393,117548897
1394,120088715
1395,124311098
1396,100350260
1397,115714851
1398,116972841
1399,118475243
1400,122491388
1401,120371579
1402,119831759
1403,125008742
1404,116465563
1405,116430336
1406,119089572
1407,123182469
1408,125025427
1409,120681023
1410,125242769
1411,122944212
1412,117780146
1413,116476010
1414,121232351
1415,118139396
1416,119703849
1417,124881887
1418,118090844
1419,122085468
1420,123053786
1421,119496989
1422,120059674
1423,119626576
1424,117105879
1425,117094954
1426,121987318
1427,123919928
1428,118049060
1429,121558907
1430,114394318
1431,99986957
1432,116459276
1433,120336754
1434,108297103
1435,114531919
1436,125037320
1437,115382850
1438,119381131
1439,124814725
1440,125293084
1441,123108081
1442,116535435
1443,108869171
1444,117996598
1445,123080135
1446,121420719
1447,116085797
1448,122236803
1449,122616842
1450,121021603
1451,104584106
1452,118363941
1453,117189203
1454,123764906
1455,115222930
1456,120174747
1457,120428273
1458,112965232
1459,118409598
1460,99308980
1461,121602510
1462,104547704
1463,115454792
1464,103639961
1465,125483635
1466,118998521
1467,118409203
1468,124712171
1469,122466276
1470,119311320
1471,120422061
1472,120022104
1473,123935547
1474,118134581
1475,118477976
1476,124271395
1477,116153190
1478,115347617
1479,124907708
1480,118010311
1481,117259876
1482,122869813
1483,121471010
1484,116797066
1485,125082382
1486,117106799
1487,122579370
1488,121336844
1489,117982000
1490,118551120
1491,124441235
1492,123536293
1493,122909169
1494,104765363
1495,115027609
1496,123933117
1497,120175603
1498,124282388
1499,125380143
1500,116470983
1501,119924120
1502,117340908
1503,124707929
1504,115995698
1505,123138119
1506,115467136
1507,122423548
1508,116895512
1509,115908234
1510,114555215
1511,118490037
1512,108057591
1513,120715457
1514,116109501
1515,120794345
1516,124352619
1517,121612623
1518,125384789
1519,116031252
1520,100946777
1521,104713193
1522,122696480
1523,115656116
1524,120465009
1525,122632267
1526,117106270
1527,121338163
1528,119232929
1529,124462458
1530,100941043
1531,117224333
1532,120233513
1533,111095122
1534,121178270
1535,118536237
1536,123216502
1537,119078559
1538,123932776
1539,118725437
1540,122042952
1541,121097868
1542,123877401
1543,123933459
1544,122782833
1545,118199034
1546,121451960
1547,122341189
1548,123932119
1549,120680666
1550,123650936
1551,125343825
1552,117239607
1553,120010442
1554,120618653
1555,124421246
1556,116157514
1557,115908415
1558,125349376
1559,117054544
1560,119612617
1561,125414102
1562,120912585
1563,117107168
1564,117057499
1565,125052796
1566,124093093
1567,114817237
1568,115703656
1569,120060997
1570,116704637
1571,122491159
1572,120362108
1573,115913248
1574,125377159
1575,108374781
1576,116200681
1577,100362380
1578,119445804
1579,122424666
1580,98986920
1581,119038678
1582,110330337
1583,118357048
1584,124133397
1585,115460372
1586,120290617
1587,123030946
1588,115465894
1589,125033998
1590,119791098
1591,115596454
1592,122625085
1593,122335096
1594,120720330
1595,123628354
1596,120879914
1597,125274334
1598,115870298
1599,124439822
1600,125158954
1601,124491747
1602,120241451
1603,117105717
1604,123017928
1605,124292289
1606,118836398
1607,102207294
1608,120392911
1609,117006967
1610,116190359
1611,118418626
1612,119375805
1613,116709962
1614,115833059
1615,115205141
1616,121970068
1617,120398973
1618,115387405
1619,117802187
1620,119740549
1621,123530678
1622,124351001
1623,115790731
1624,121930748
1625,100102024
1626,125055977
1627,123182520
1628,121609890
1629,117106163
1630,123096316
1631,124104073
1632,120536896
1633,117996683
1634,117101506
1635,118728858
1636,118471263
1637,116030860
1638,123548266
1639,120899829
1640,112617653
1641,116179042
1642,123767204
1643,125292952
1644,99142257
1645,124288946
1646,116596720
1647,120367000
1648,120708005
1649,115589371
1650,116159850
1651,116783866
1652,119436523
1653,107864926
1654,125125004
1655,118695194
1656,101380793
1657,122901403
1658,112247319
1659,118290370
1660,98614077
1661,119380219
1662,112838114
1663,99342243
1664,119557410
1665,124579794
1666,124118481
1667,122693478
1668,123640844
1669,116531705
1670,123076194
1671,113900525
1672,115930411
1673,122321491
1674,125255826
1675,111250458
1676,119372828
1677,124364086
1678,114782483
1679,123027740
1680,100942399
1681,120171277
1682,121610492
1683,116179097
1684,124547903
1685,123202580
1686,112849925
1687,124331364
1688,124151216
1689,122649313
1690,122239857
1691,124515827
1692,121862661
1693,119350207
1694,115053381
1695,112375273
1696,119330241
1697,116458184
1698,116583522
1699,122730735
1700,122488736
1701,116475038
1702,116045216
1703,123805502
1704,100904394
1705,118818480
1706,124802408
1707,121487853
1708,124123597
1709,122796573
1710,120175919
1711,115768982
1712,112830443
1713,122661953
1714,101834326
1715,104823113
1716,116892059
1717,122586395
1718,123936173
1719,119222957
1720,119059988
1721,118307504
1722,124620090
1723,125062474
1724,124107248
1725,120367686
1726,123527370
1727,119856354
1728,118293858
1729,124969858
1730,119542629
1731,119314352
1732,121019672
1733,122616343
1734,115316236
1735,104441705
1736,120708531
1737,115603285
1738,117142684
1739,125159309
1740,123597051
1741,121514455
1742,124380609
1743,117232108
1744,118309350
1745,117093733
1746,120374332
1747,115355941
1748,115481307
1749,99422127
1750,120239419
1751,122561629
1752,119341407
1753,118086718
1754,119601186
1755,117914962
1756,116518455
1757,101276288
1758,116173430
1759,124879931
1760,121992624
1761,124801039
1762,112746937
1763,120331873
1764,124873573
1765,115572843
1766,122803617
1767,115964425
1768,123604735
1769,117427616
1770,125084902
1771,123811371
1772,118390949
1773,116103760
1774,118974901
1775,117128365
1776,123052612
1777,118730605
1778,121982562
1779,124215435
1780,119263240
1781,124959707
1782,112798768
1783,125261504
1784,118758272
1785,118552985
1786,120490028
1787,119134664
1788,108751659
1789,117863060
1790,125676645
1791,116701626
1792,120868670
1793,120708096
1794,124551000
1795,119423072
1796,121929221
1797,123915386
1798,124975934
1799,113882941
1800,120918772
1801,117004598
1802,120536916
1803,121960111
1804,122056686
1805,125739609
1806,123537593
1807,115611686
1808,117785507
1809,124489570
1810,120694315
1811,116589023
1812,118533124
1813,123909085
1814,120658978
1815,124013262
1816,99016313
1817,121205085
1818,118007139
1819,120398668
1820,120897698
1821,114074187
1822,116502006
1823,120655373
1824,117150288
1825,106592634
1826,116275434
1827,121380133
1828,101486159
1829,101042151
1830,124834704
1831,115041492
1832,120045419
1833,111765189
1834,121531385
1835,100286388
1836,117225494
1837,115829808
1838,120726974
1839,118208299
1840,115973210
1841,121183791
1842,124360611
1843,99147549
1844,124444187
1845,99904614
1846,122200000
1847,124379366
1848,123617187
1849,124260898
1850,124874951
1851,117820445
1852,119622401
1853,122646907
1854,115530660
1855,121984413
1856,115926156
1857,114645375
1858,121019613
1859,122301394
1860,119256701
1861,115770919
1862,123930406
1863,117183997
1864,116746431
1865,124953974
1866,104185704
1867,115916469
1868,119073192
1869,118862914
1870,122315952
1871,124905495
1872,98903431
1873,124102711
1874,116391450
1875,118403360
1876,110631654
1877,121903669
1878,124500808
1879,104587912
1880,118038822
1881,118604140
1882,117119093
1883,124262477
1884,118976817
1885,118136027
1886,124353278
1887,116892361
1888,115880136
1889,123113958
1890,120005094
1891,122013024
1892,117079718
1893,123956712
1894,116146200
1895,101441914
1896,117426280
1897,101995013
1898,115946186
1899,115373290
1900,120146355
1901,115717774
1902,120048151
1903,118852736
1904,124180777
1905,120973585
1906,121232011
1907,119378649
1908,123947839
1909,120621639
1910,116107023
1911,115958479
1912,111697878
1913,117155850
1914,115625093
1915,125100183
1916,115900766
1917,115029464
1918,124712271
1919,101722538
1920,108837962
1921,125077710
1922,122006518
1923,123527112
1924,110235067
1925,115288315
1926,124674127
1927,114802522
1928,101284680
1929,119238327
1930,123595318
1931,120448893
1932,118096852
1933,115457932
1934,116900970
1935,122459199
1936,111647949
1937,116078985
1938,115009024
1939,119332710
1940,124158101
1941,122004506
1942,117770184
1943,120514424
1944,120876698
1945,116626503
1946,118640601
1947,122595225
1948,125185093
1949,121925771
1950,123764724
1951,120469544
1952,124786108
1953,108688591
1954,115869899
1955,117101738
1956,119396650
1957,109731875
1958,124787436
1959,116287991
1960,116442278
1961,118412129
1962,122807164
1963,103697937
1964,115768821
1965,120842846
1966,111349276
1967,116079466
1968,119498561
1969,124303515
1970,106624498
1971,117119849
1972,118085856
1973,118098963
1974,124402986
1975,116756102
1976,117521235
1977,118842892
1978,124093847
1979,117233982
1980,120003069
1981,123562123
1982,118403419
1983,124783397
1984,125011352
1985,122087556
1986,116172241
1987,118396417
1988,120712331
1989,112348527
1990,123948926
1991,116765439
1992,124513092
1993,121930295
1994,122981079
1995,124431096
1996,120662721
1997,125141978
1998,119000048
1999,117898862
2000,118085552
2001,101558954
2002,119306913
2003,124222171
2004,101494611
2005,123645609
2006,121233550
2007,119932055
2008,116078542
2009,118698296
2010,115944390
2011,117424569
2012,117142801
2013,105436380
2014,117879905
2015,121601745
2016,116010494
2017,123711601
2018,124726694
2019,101435776
2020,117493682
2021,122597688
2022,116277079
2023,125376073
2024,121153038
2025,118692517
2026,119585916
2027,117091259
2028,118992189
2029,124044036
2030,119495886
2031,119012168
2032,101549555
2033,119490501
2034,99384630
2035,116188421
2036,117772305
2037,118645714
2038,122941377
2039,115736245
2040,111128218
2041,122557232
2042,111061562
2043,124186784
2044,118509023
2045,115846842
2046,123744834
2047,117573574
2048,116033238
2049,125179450
2050,119135914
2051,100772410
2052,116103429
2053,115935513
2054,116802277
2055,122551367
2056,121245697
2057,123100228
2058,118306880
2059,121556686
2060,123202254
2061,124490530
2062,122457467
2063,122323062
2064,124256071
2065,118535923
2066,115708948
2067,119226311
2068,124752193
2069,115848028
2070,118026736
2071,119546702
2072,125267530
2073,124295851
2074,116968236
2075,110215656
2076,116099939
2077,115578864
2078,115983455
2079,124293162
2080,121193632
2081,119945924
2082,116773533
2083,100281302
2084,117312021
2085,122761601
2086,116739349
2087,120708519
2088,123528078
2089,110333056
2090,122077245
2091,123179975
2092,119506132
2093,123053263
2094,116516611
2095,114518651
2096,117007541
2097,117426024
2098,124870831
2099,103045237
2100,101311815
2101,119416940
2102,116077213
2103,118831283
2104,123537736
2105,118044207
2106,122058676
2107,119391083
2108,118812146
2109,116467112
2110,120866078
2111,122405390
2112,115206945
2113,122537767
2114,125585320
2115,124441121
2116,119511856
2117,116903904
2118,112288933
2119,122315698
2120,115537031
2121,116232655
2122,122807063
2123,119741535
2124,116758666
2125,125354542
2126,117057826
2127,116947612
2128,122989232
2129,118732323
2130,123031822
2131,117507025
2132,125478145
2133,98486721
2134,123074855
2135,122278584
2136,122307821
2137,104262272
2138,119012593
